,price
8059,0.5157960628833214
6498,0.9539269228076471
8563,0.49603894006415045
4190,0.05797972557061667
4560,0.23235120529830436
17207,0.9954201946387307
13297,0.10438636652265053
190,0.3111215078666637
7337,0.07507660156477403
15641,0.32340387870605447
1440,0.21682318755874694
2058,0.1481547958782646
10137,0.17406613890047576
16734,0.14673021771409156
11189,0.15792438876641232
11085,0.033887651474047674
16194,0.9966450584645953
3402,0.06541912871294872
1289,0.18419998684328404
3112,0.24713397614875005
11718,0.08781191447439236
16029,0.3493157894584532
15344,0.3250583149551373
13500,0.4543938225690309
10952,0.8060552355935312
15522,0.20734732525710833
13370,0.523330321035067
15289,0.12775368033649545
7874,0.4327180618727707
13304,0.9314054200469446
13010,0.3116698790662496
3460,0.05765730079125383
11809,0.024392571945146248
2845,0.048811869761216965
14190,0.603261018935447
19,0.7729917002763285
5432,0.07695190762650694
12634,0.21331733100011252
643,0.1497842533085205
9673,0.7858003375205753
14842,0.04078262335708187
17023,0.130218976710179
12621,0.10459925840847009
16287,0.22782432592507093
6572,0.10281311834785323
6840,0.044015476924948296
2004,0.22664441935449695
3527,0.04172395441250866
6798,0.4299079772990942
5300,0.6334787184114532
5706,0.05627416595505093
6187,0.46699756975260653
14692,0.5120075943536679
5039,0.12130667465061426
3425,0.14510436971917284
1918,0.15243832931745677
13669,0.6922658135977147
5995,0.0956007913741223
3791,0.9131834837929705
14401,0.9916078797971128
5479,0.2050539639478612
15597,0.14910784050773998
13431,0.91763219464735
3769,0.2806180273223302
10553,0.16581002299912673
12618,0.6391410444608917
14007,0.1018654441115756
16480,0.09686612109347313
11036,0.07883199991423785
5969,0.1256905220903935
13591,0.055091033549939376
2060,0.16787582694430092
13885,0.12438413975503909
15174,0.6962461885271164
2260,0.07090209972406322
243,0.7256932606625625
6231,0.3030785848247941
14971,0.8715806253081225
1103,0.09289038241750004
7764,0.09288172515239124
12349,0.24512390372915116
12812,0.9731753779493362
6283,0.5407579602510462
440,0.18188219298665
333,0.6683059163087488
6069,0.4510065797504423
6362,0.044381459285562024
16425,0.16361243127605934
8795,0.079291354557752
15582,0.777198226331547
5179,0.5956484886418173
11594,0.36261239965577474
15508,0.3019635953377522
13031,0.6392210383018098
16990,0.06634740434926453
10384,0.18916434222366924
8115,0.2325762050437955
5491,0.15792376918022102
9085,0.8332376065176248
13673,0.15117567341766144
609,0.4375542659934187
3768,0.8519211076405377
3319,0.9200642011107125
12473,0.1914308233900769
17605,0.10842390176431267
11454,0.1343431111109983
12258,0.8798802527998608
2567,0.18875967995914297
4238,0.20841256486946436
10502,0.9913048560064008
15299,0.1191877372757713
14836,0.1665597306266829
2787,0.08849791845466651
6404,0.08431675087190392
254,0.6137596142539395
14342,0.9252980676446675
15622,0.19993256837407378
14917,0.22398675437164514
16668,0.08373635834143402
8284,0.04438158242591431
2931,0.11996905160191966
4337,0.17119424380669235
10524,0.36545213303846885
14903,0.9900052034191484
4553,0.04436826078538933
16093,0.9556614161503744
2701,0.1069993950240505
14114,0.062016904846880966
11567,0.081133269806123
13795,0.436330868116972
6956,0.06913763158400978
981,0.25328141100847057
15062,0.9083500072784897
257,0.85827665569297
9037,0.15243041582816133
11500,0.11378191640495544
2464,0.119093737740278
5205,0.0532092643527342
7885,0.07764197531168567
9369,0.07089276080866326
17422,0.060474910147261356
550,0.29751800791538735
16498,0.13127782881261885
7804,0.17283662490759102
5098,0.04385256314337259
192,0.17127922939262535
12601,0.14180152718871994
6346,0.05323579329714154
9626,0.020176657332818062
15985,0.08318453036032221
16126,0.3871150490660391
3733,0.08596328517185504
6295,0.36749213440382655
15194,0.08759571937974579
8893,0.1505570287717508
11740,0.4945800513924362
11428,0.07467665507642136
4300,0.07526958611561126
7537,0.32122537840886484
14184,0.27424211199088405
9452,0.10124329193704458
6767,0.6578145358244311
9057,0.25353234848079287
10617,0.1830158731266318
11797,0.8022284601152165
7627,0.11250961416237708
4364,0.17495844873417138
10635,0.49010456546558145
5238,0.3072787691911019
11244,0.08674363099606058
10592,0.10602212825298861
5868,0.1501314326699597
16567,0.021030385815187392
5613,0.34300790900041256
4116,0.3494772491900784
4253,0.20890581804518107
6533,0.6018773156527025
15614,0.051358569199722
10593,0.1772105992921707
4513,0.729962554088091
15327,0.36241220268568747
14540,0.16843347989110943
14253,0.03054560220366658
16281,0.06106366182935659
1225,0.1407473198658932
7515,0.9363083256464817
10873,0.8223683807782294
360,0.27259557776820137
11895,0.06282810301607679
14014,0.8312967560990179
3297,0.12881545801738567
7067,0.2725006944848717
5754,0.42408670320904834
7392,0.24359335201716356
7209,0.05754316088773063
10252,0.11298995606478435
9176,0.05792334338182072
11197,0.0709020022622539
17772,0.5890865909893528
5769,0.19156632566444828
15048,0.42644761836925493
14126,0.12480379227842549
3640,0.9927946245721999
17802,0.34718707922008696
7845,0.08358052111677304
8956,0.06649141984122954
15152,0.9789658508091871
9461,0.14504796482661939
8786,0.34954039390693137
14142,0.02184322732536862
3169,0.0664586026443259
3398,0.9184367232459367
10493,0.8798163898887101
9484,0.0753052432133831
67,0.2605619582524687
13571,0.2728959877840792
7207,0.9522047957710278
12878,0.2546992682942625
11025,0.308331928594457
2805,0.7501957873799462
5715,0.09727270520022159
13943,0.17092036321941717
15032,0.15512527580888766
820,0.9622649826261312
14860,0.20899698288815216
11180,0.5854943712324909
4517,0.6218437567471148
1357,0.09376712725267898
15624,0.9245277914346399
5100,0.8357519275373908
9469,0.24142333024333232
5443,0.1877228012291408
9637,0.9703052505893175
7268,0.1011473596152052
2199,0.1321084163075597
12337,0.7649113433975315
17019,0.11561474412177677
9830,0.1834593157469325
1593,0.17045970494559984
8621,0.06564494311791137
13685,0.6296350621881228
10662,0.07209000900337459
14024,0.20007967199825755
7490,0.38249055668684817
8074,0.5576820193804987
16623,0.6421224371666222
16767,0.08642711034911664
9863,0.02269798328393095
16551,0.12904614137120074
13179,0.13199969609296788
5414,0.49608257464837047
9114,0.883934945504754
12062,0.07499682539771092
7956,0.9926118274857935
9952,0.07610806999422708
13211,0.7120852632917486
11340,0.04958132980250528
15517,0.14732136383970948
1581,0.25756201879772705
3650,0.039950892770478225
9841,0.9545732659652945
8772,0.7350324096165132
1102,0.030280011283636988
3105,0.703031792715946
9862,0.022913428336057542
7128,0.06913709518701147
10062,0.5260401873837398
2640,0.38754568136413586
15682,0.07471952856258275
197,0.2818679823366708
3856,0.25539140842725006
11431,0.05460952445083773
9029,0.11674750307805128
16240,0.9122175973752733
13513,0.03956909008733685
11003,0.13210847830369554
7716,0.26716636458970544
2937,0.07971182369080146
165,0.10945179110360723
5062,0.17980160291660685
17263,0.155835048176798
10189,0.08948072322700211
7367,0.3394348434980558
6164,0.05765678339217406
13407,0.48130642862746387
3269,0.17495888159208967
5484,0.06648952283849928
11915,0.026192473047399578
12756,0.7756199871692004
16304,0.31503420153001915
15819,0.7757407767977205
565,0.12243655037089207
2050,0.08628411499767201
8428,0.06649070067915974
13076,0.6435770200981875
397,0.14616478211757236
16553,0.17063803398775199
5638,0.3362943206189825
6790,0.44267698614134265
2197,0.0355186756918044
14036,0.2051962413513764
9749,0.37454872542248463
15263,0.16933480694587652
4003,0.6114465611800614
5123,0.17273296053251244
14457,0.36611063362025914
17585,0.12073671290610426
1154,0.2379733546010554
6772,0.4950604081104125
8549,0.17071184570852463
5177,0.3006497975470539
2648,0.11038506938703059
12499,0.6594995463968175
15402,0.9801656721532205
4998,0.6120278071245521
11317,0.45869014275474024
328,0.3091667043791397
892,0.09722827289511372
6098,0.14074742037435012
13062,0.40019708932076903
1074,0.337405026576375
743,0.12078846350782714
3754,0.9871555526469808
10777,0.8012986115415949
12373,0.9887719263225225
3080,0.21404513000502703
1392,0.14210257604866988
15003,0.23968306524630567
5886,0.38948819690093106
4031,0.17467121745315636
14865,0.0789795258334574
7496,0.06138377709909061
5262,0.07783035247170077
6999,0.11979072448296443
12347,0.17732706973501078
15297,0.5001940799692757
6749,0.22955236917323998
4385,0.2105688108133918
5390,0.8591857296230383
6014,0.0753096952462716
13955,0.06997594620512766
6246,0.08410837298701822
16416,0.11347781662086834
13635,0.06006577814666542
8909,0.1680979959957382
16736,0.4765969406069467
8479,0.09984554114967793
6984,0.07266207139962343
10119,0.04387439934387445
6348,0.22405340809837127
9620,0.11908496542966554
2275,0.33392874409420786
6410,0.12471506017055334
1900,0.286299569371889
17562,0.0663642217880717
11406,0.06599732622606902
939,0.15057415095292784
6160,0.040574535349785223
17606,0.7864764809035828
7457,0.06616945866797612
11963,0.31387988513196113
10089,0.8208464938233541
3485,0.031083165532877818
16598,0.033613393868590156
9079,0.05323571534632299
2835,0.3052433085982786
5891,0.1355682809333081
11639,0.7678755608878344
16412,0.10315994054413248
17669,0.5264414889436884
2837,0.0861519321063414
4759,0.1774074922115279
5380,0.06926791823254314
319,0.44119075712536576
17072,0.8816196828903079
10454,0.6352864915543811
1651,0.36675968982127694
9534,0.36036647564596846
2929,0.3451732835621872
17555,0.3010482512111334
9120,0.044013721270580695
14861,0.5579624548730953
2135,0.2168289117518332
7416,0.24737344413766477
16046,0.22496705432105357
4019,0.11183868014219145
3464,0.11474927507137081
13448,0.17320447779614462
9516,0.6669124060105067
14383,0.058376948987894674
5316,0.7772554346876829
16881,0.4528581905619544
6885,0.0664909252487782
7846,0.9255447949941583
14687,0.0846405231591766
2814,0.039212928447821656
11054,0.11561699794619103
14255,0.29467079021671644
16076,0.5067637804291759
7540,0.2678057957350003
2101,0.1257839181093034
14671,0.2817509368097278
8591,0.05851628759494381
6665,0.07160903704573904
16665,0.641270929112228
10433,0.4782443539163489
1644,0.6524600797277831
1933,0.21683790744688586
4675,0.032478649240341634
10267,0.6177650265065849
12318,0.9972134409276802
14160,0.027929575200503744
12683,0.6170907164225502
4850,0.28981512872145065
7905,0.20855384806384872
7822,0.833461891969232
5105,0.08317020389562936
8348,0.31498820603971656
17392,0.054613909134382965
9247,0.06385055146826324
2306,0.23817637230235095
14576,0.1485647979874771
7136,0.12781201757660468
17325,0.14065840052819023
16856,0.0663642217880717
2062,0.06649003693583984
6841,0.05908459786519709
1471,0.15803629179669396
14259,0.07989853184527741
769,0.3571623379418952
941,0.6559797410471077
1481,0.07530301778130241
9640,0.5455620538557595
17110,0.9485930527417079
11187,0.40581067913102997
1316,0.10988854983211223
4778,0.7387711336241505
17718,0.3036711727458008
32,0.8476511743780277
17459,0.08213745120568332
16533,0.2776236162864069
8982,0.7738880709169756
8347,0.13037492674263018
3335,0.1673223631653728
2784,0.17411186697671657
1426,0.03994845851662753
9578,0.9027508293125152
8509,0.738167925505157
15385,0.31413629787362407
10575,0.9901870147911557
7675,0.05900361427821547
15219,0.250388728218521
16322,0.2408372093088582
8475,0.2987281593645533
17763,0.2216323826557526
12562,0.6544061861837733
3128,0.07133764240634968
8182,0.15863113307500623
15431,0.28923379654505593
15221,0.08849918654550112
7029,0.059249716616525956
8457,0.8605893315765287
9653,0.6363752139319206
1936,0.12072143822149145
9829,0.037696568867619254
8158,0.10604801032889158
4221,0.07530791497193945
8215,0.2578235800840901
8309,0.08539473978327433
3916,0.054844372228980406
2038,0.08517948503708539
1545,0.2560495868261963
12585,0.312775262132889
4565,0.8651084427441391
9356,0.9883005333180216
13659,0.7541259176490732
14218,0.5962814269365785
12200,0.40957604474469195
1493,0.8883902157916072
16531,0.8911775392889362
7632,0.36344871367950055
17795,0.16010779133105058
685,0.9960774958049705
5429,0.2034941276038346
7608,0.11389940226859442
6113,0.044382555962126195
13384,0.1923236167751394
12653,0.09253617082183496
3205,0.059425140392858684
5480,0.043209211881550635
9299,0.2923111429215269
7621,0.5371590819341953
4637,0.08379702979527331
7272,0.15321338397702858
12996,0.8438284105944316
7573,0.08594126868114545
4657,0.6196470835482366
6861,0.9401579532521432
1473,0.8419913472905188
9361,0.7200092931099064
4359,0.5521347327946807
10949,0.3117867460728181
15338,0.05510314627126238
12986,0.6757744739877286
5159,0.08410766586483778
9880,0.5421877952346301
4701,0.1840920678478145
17769,0.08491020373888548
542,0.378052888734665
53,0.2956898987999652
9872,0.29784865658633386
8511,0.06545123402246225
16045,0.9985927566362116
16911,0.20426350236653446
6828,0.46753479798116065
121,0.3701318873003643
14225,0.10517615405761861
16258,0.12570012593893892
12376,0.08391552734830011
4575,0.2109401071663023
9951,0.06300436640304662
1288,0.14632658938393822
8277,0.1947145522664673
4105,0.07893805738341154
7868,0.07266481840261386
13688,0.610944432430921
15231,0.05818510348555893
5689,0.5069420485901746
2085,0.11565187570473442
13665,0.6765619511521338
13996,0.12301741161871514
9327,0.9356928708818066
5788,0.062070913935569794
6771,0.402557337337943
17415,0.04539264499967127
14878,0.47984080208592195
452,0.041288028299765786
3890,0.8225905730516726
16503,0.3465950199675119
155,0.0919584140969022
11876,0.07502388585284023
3484,0.60007735533038
15161,0.24397320708078682
5599,0.07970999203460406
8600,0.060278383266412654
4053,0.5241336138382493
16850,0.05802163335661315
14912,0.9265830079689333
5357,0.06359304399092094
16520,0.9930084080743913
12481,0.6595141130830606
17716,0.334562202324868
10769,0.024675060029186333
95,0.17083218296816907
6720,0.025228032121152114
1647,0.0858639965053337
6051,0.2555713973064429
10441,0.0740339464882197
17863,0.9345457725151894
48,0.19342494805808472
1466,0.43875060794143744
10560,0.2615533322145582
14053,0.023522028601050925
15727,0.08396995299991777
12350,0.46440619516731896
10387,0.05906997152551732
3076,0.06315885098854011
7937,0.8255420686825186
6050,0.3762401704948913
5332,0.8404042578403996
9865,0.06472018053865808
2696,0.11474466564618493
9095,0.0984363788079534
2904,0.9021531292222825
17335,0.6941313484499622
14260,0.2226339052703414
7181,0.06635479171358173
7702,0.20006830329412384
1809,0.11474579203349679
16489,0.23352134817480363
1683,0.27435369568138757
13551,0.34669704436509535
17759,0.647173347906741
2808,0.048808441684222374
5948,0.07385478235536337
842,0.2266240595500981
3761,0.29694207386984206
8236,0.4454335095832448
4865,0.9713228108419777
2919,0.08410864700197584
5573,0.21187321681176957
3874,0.7184108897698734
9727,0.06892350561071002
2895,0.16533295690511168
228,0.818011699773007
13189,0.14036655643383636
6210,0.18161878847855878
13923,0.03859984043597583
5955,0.3017567527010313
3567,0.1741123334736081
12564,0.9881313185967712
7461,0.7815851841790212
3313,0.05146388737671427
187,0.5438968418857665
3156,0.07090191637144376
15356,0.10459478692983322
14959,0.12439167939218614
2303,0.14849196955018795
17692,0.9734231723805058
10659,0.7867000975758056
15975,0.1352338581584221
10628,0.11269534108002886
2394,0.1321094844158328
6716,0.02522741326683598
1396,0.06156857734826548
7838,0.5212284905001557
952,0.18577861045305413
14231,0.6325479050775782
15173,0.6354473252674017
16711,0.13023371128481556
4844,0.9728848887555369
14815,0.2185150684978439
11964,0.07089540127185205
6632,0.5629590617836868
213,0.39148687991687753
16091,0.7902623035507612
3627,0.11357669545830808
3321,0.1060207483394734
11146,0.05043870908258668
3144,0.17414850399078066
7666,0.17495899173569268
15435,0.8356025749730316
293,0.1446300556885943
14314,0.19590085972830942
5849,0.047922484168620924
386,0.03350895724706853
2376,0.08322972586081524
1828,0.17495736565618444
17342,0.10433555723653602
6028,0.06239298350391136
13091,0.13038126373106715
17258,0.1383724426440279
3746,0.08387589145491166
10676,0.08597206787352632
16984,0.20092279028382085
10099,0.4833148876622923
611,0.7728451350146316
13390,0.5646673647344606
7615,0.16520381123732825
5878,0.09276271430714049
6711,0.025227820089192412
3809,0.4433951310409321
2007,0.07002040343531032
4878,0.8210318407374045
929,0.2959794325223977
12226,0.5885853395627071
15551,0.07447189645111586
9144,0.04303154824704447
11465,0.41484179092696305
11713,0.7377728725892528
6201,0.8955843421347592
3522,0.08789091273021216
8560,0.17496069047341173
619,0.3650245045526986
2661,0.039951324802159245
14822,0.29759708914566796
2744,0.29186613013755774
8567,0.6478274153352876
7351,0.25925795581615013
7426,0.0673707549039719
16158,0.5571320986971784
12970,0.23807781991941787
10496,0.08841227365832456
11485,0.8938801028486372
14080,0.023520717510192662
10807,0.06648347379071588
17643,0.35147363111546404
6507,0.6110586559560649
12064,0.07517333428991974
2647,0.04526843255040113
17235,0.06674621866501279
4410,0.10970479209052149
10548,0.06569928646844111
10085,0.7551571678775415
10739,0.02191164583421024
21,0.12994676185773021
7370,0.5930735160326037
8799,0.07321952602074847
13230,0.05125602023080601
6487,0.9445410626591361
16214,0.5160590075631633
11835,0.9563523608295548
10217,0.9897874507803697
5556,0.09667890439750895
13244,0.09589360616899727
10983,0.025671771788991795
9588,0.19993890897012262
279,0.07998144345979796
740,0.38844844788729493
17120,0.7432217703688347
7889,0.264232341627205
5819,0.6761974771566562
12669,0.8360532732718985
7217,0.975224043557676
2907,0.08306560047029656
2054,0.17189767435730985
2606,0.996659456355031
16442,0.10667584970281746
14766,0.07447192252270236
16657,0.22426899800986935
8051,0.11824802901845714
12838,0.05955806710969754
15391,0.07642085203971626
15586,0.21577666545382207
5064,0.21813587935425832
9169,0.03208016981955973
15175,0.9448848496484517
1024,0.27351136605996557
5827,0.19657809166001713
7380,0.028595603975189645
13534,0.12558927336723444
4514,0.0656079484717508
15669,0.02276447983649829
9160,0.15029506905094608
11,0.7785103017309187
1892,0.1321078500204494
14042,0.02016380187274317
4986,0.14849404827147494
4990,0.21608366030625167
17518,0.5458603303319601
6651,0.23065984438317952
13388,0.06914280257420122
11607,0.8646807736078095
13548,0.05942066952645849
14166,0.23304090098460087
3713,0.10093860318740924
11424,0.1417118026151421
11493,0.023042126420804786
11147,0.39596787544312856
1172,0.14934890556562694
2427,0.15289139235589233
6742,0.6527567144005249
13813,0.18615916786952788
5761,0.8949273233310057
15036,0.05879581080195855
984,0.20132338526883756
6228,0.0708947604344044
4046,0.05500448889315709
14670,0.4782114445188078
2850,0.9055326484041194
17176,0.22837145406083473
16054,0.21436488034706075
8202,0.15543294299865362
15453,0.4390049216884899
4617,0.20701199571124043
2982,0.344816798249736
5708,0.5574438187630879
7733,0.656395954960871
15529,0.05836073921481337
12433,0.737151179046345
10111,0.2544621889357168
9330,0.05515648271942353
4013,0.39103789126560906
3249,0.053235874391501646
6049,0.7250894645676967
1674,0.27153883087844133
2069,0.06624425892542746
4659,0.18613159694969453
12530,0.3147931351102801
14267,0.42481054317458616
4811,0.12715593575669687
6819,0.969094097257644
16525,0.07771169386578428
6598,0.1673683154697988
1794,0.09334648212557117
13402,0.9828398235869483
12519,0.08298234505745097
14867,0.14449646681976172
13310,0.38348639721575345
9189,0.14148505658668104
15990,0.14828806586395132
3884,0.061192832669534174
13210,0.8430631302324322
15723,0.9751965396504281
15877,0.06561388332088998
1153,0.11038453348861593
12817,0.10688035338153852
11091,0.7882921034007284
13366,0.959777125164484
10512,0.21686564579246037
16809,0.12180621936945442
6629,0.08570435660893727
2980,0.8258127423907209
12378,0.5538738884127772
15258,0.3386494619215138
16190,0.3242288550426327
10581,0.08172282149389914
6496,0.43335716079618425
6985,0.9545386953841358
3007,0.10025118717440328
12363,0.8798006369126572
8417,0.17411152310426586
8896,0.2829606847800838
5546,0.702361730353828
2583,0.18576006094242223
2316,0.03937245323364289
13361,0.17745062021100136
1879,0.03108317190689334
7401,0.7384507447670886
2164,0.12257234498547522
12576,0.14379855665403712
12390,0.4058644214007032
14240,0.5493743028798136
1504,0.0488895391472569
11647,0.08810501883364147
15455,0.9075576586946932
4377,0.16505706162725442
17406,0.04874734793152584
4109,0.27269501178881617
16836,0.7951421758868212
7893,0.2880354319231685
12044,0.06183531959496827
16264,0.511931741545541
3291,0.6296952108173661
666,0.23221520340003113
15141,0.7181581449653942
12477,0.08412110581331878
16283,0.075703267137568
13894,0.07530701003112236
1500,0.14247115327674956
17095,0.19709972894438482
5829,0.2838572665626812
8477,0.13210810401621284
7123,0.15533422158840263
5854,0.24858002537685242
7439,0.15551651381873488
3520,0.09215217872408533
16212,0.3282316126276163
16362,0.9612859702204336
17184,0.3282453827504114
9159,0.150353576747559
5345,0.08850242831519284
6796,0.050417955552223205
5458,0.05383358047786894
3622,0.7325460646026729
17534,0.3214125166606711
1819,0.046438183413696786
14874,0.9964033861564556
7995,0.8563806601550171
2254,0.8490101237845226
11475,0.10852755236772693
13713,0.030092081564767403
878,0.502435319909544
14137,0.9829463743659809
17217,0.053141184609315294
9511,0.7377595584622926
4771,0.7620961372999628
16545,0.5765090460913008
15656,0.08694028661389418
4476,0.21542039900878748
5222,0.9178995318429395
2881,0.5304211942118537
16148,0.10886519758697277
2414,0.11012620839763951
14631,0.24399749582920482
10595,0.23760424882710673
9542,0.05195734149897575
14328,0.8972993423319956
6007,0.08391243562721946
14105,0.020163384599935358
12416,0.05225754382847779
14348,0.24664095193331653
6522,0.9769719515680573
15875,0.2752391927139911
5077,0.17522080592130695
6465,0.5048379974021234
11067,0.9822695278543394
16312,0.6808841220349784
3937,0.04349637056658037
17130,0.8494348041247716
7482,0.5614512624503696
16752,0.5795079076940417
14467,0.3012888912513367
7421,0.9178210236149247
6234,0.20201177833971384
12325,0.2933657039056333
2540,0.11720849407063158
86,0.2492254085273009
3674,0.1821715082853464
7078,0.635707855741812
8869,0.43903444070124503
15675,0.27893443441365945
4146,0.07666289184160623
6425,0.9143818654726412
4439,0.20042262846908276
8862,0.988268797239748
16919,0.1523096423210347
4188,0.5401732035854513
17546,0.4277370622597384
15120,0.12547512502525945
10335,0.9999828714043973
11195,0.48370158064506036
14291,0.14013509781113168
3023,0.11729218287818012
4505,0.031129331750991775
247,0.5095081360869507
1482,0.8250584027421505
9652,0.11875485591236334
14855,0.13726684752143883
2513,0.13470192475392964
16360,0.020361259214222965
3779,0.9138983268851341
8080,0.07988794961123682
15726,0.13689114793097412
13580,0.1995386358904705
9520,0.7576869726054919
16747,0.0669060922486667
11497,0.7934710043964978
13492,0.3201099214328217
10924,0.14875801247904483
10937,0.37545275441931747
5431,0.10532572795157112
6432,0.5738488367621076
6698,0.7109087900144188
17481,0.06047493147922999
11318,0.2608871279531748
10148,0.4288323971974491
1690,0.08872258364732465
17632,0.9016996081295162
15096,0.13798885971307684
3103,0.12110819192750699
1727,0.6482182281250957
3983,0.11300768224636622
6574,0.13770815051180302
10890,0.15792296841818043
7309,0.5875155118500806
3416,0.05411949316937292
17841,0.045997664069443625
17720,0.35059925138739484
5874,0.13210744013610926
9949,0.10230363770935087
17642,0.5458603303319601
9805,0.15472766118521075
4698,0.7185968481026112
11010,0.03189166691866819
17778,0.02110932728448825
12219,0.18223941957324047
6851,0.4652357982802374
7305,0.49889247758353733
12223,0.36910928703596446
13343,0.9331093952878566
5619,0.3478433971074185
3300,0.03479155127185573
7213,0.15422265561233503
12741,0.08412470752209171
3845,0.052349926438832586
9459,0.708792421969387
14709,0.31919400526601954
14936,0.16588501870600678
13391,0.6019215965461984
5099,0.04402686959460451
8139,0.13214737634705614
4330,0.5151024531515996
15750,0.2701133702784569
15509,0.514413621185878
10474,0.1302026762658817
